Airline,Origin,Dest,DepHour,flight_count
AA,DFW,SFO,14,27
AA,DFW,SFO,15,208
AA,DFW,SFO,16,242
AA,DFW,SFO,17,229
AA,DFW,SFO,18,193
AA,DFW,SFO,19,152
AA,DFW,SFO,20,240
AA,DFW,SFO,21,168
AA,DFW,SFO,22,247
AA,DFW,SJC,8,24
AA,DFW,SJC,9,328
AA,DFW,SJC,10,53
AA,DFW,SJC,11,273
AA,DFW,SJC,18,114
AA,DFW,SJC,19,178
AA,DFW,SJC,20,60
AA,DFW,SJU,8,288
AA,DFW,SJU,13,10
AA,DFW,SJU,14,14
AA,DFW,SJU,17,27
AA,DFW,SJU,18,61
AA,DFW,SJU,22,26
AA,DFW,SJU,23,31
AA,DFW,SLC,8,176
AA,DFW,SLC,9,184
AA,DFW,SLC,10,57
AA,DFW,SLC,11,304
AA,DFW,SLC,13,354
AA,DFW,SLC,15,60
AA,DFW,SLC,17,300
AA,DFW,SLC,18,59
AA,DFW,SLC,19,25
AA,DFW,SLC,20,87
AA,DFW,SLC,21,263
AA,DFW,SLC,22,262
AA,DFW,SMF,8,326
AA,DFW,SMF,9,38
AA,DFW,SMF,11,359
AA,DFW,SMF,16,59
AA,DFW,SMF,17,289
AA,DFW,SMF,19,64
AA,DFW,SMF,20,37
AA,DFW,SMF,21,279
AA,DFW,SMF,22,207
AA,DFW,SNA,7,326
AA,DFW,SNA,8,355
AA,DFW,SNA,10,351
AA,DFW,SNA,12,355
AA,DFW,SNA,14,323
AA,DFW,SNA,15,14
AA,DFW,SNA,16,307
AA,DFW,SNA,18,351
AA,DFW,SNA,20,233
AA,DFW,SNA,21,11
AA,DFW,SRQ,12,172
AA,DFW,SRQ,13,167
AA,DFW,STL,7,320
AA,DFW,STL,8,231
AA,DFW,STL,9,28
AA,DFW,STL,11,46
AA,DFW,STL,13,133
AA,DFW,STL,14,66
AA,DFW,STL,15,184
AA,DFW,STL,16,228
AA,DFW,STL,17,219
AA,DFW,STL,18,59
AA,DFW,STL,20,113
AA,DFW,STL,21,233
AA,DFW,STS,9,29
AA,DFW,STS,10,137
AA,DFW,STS,11,15
AA,DFW,STT,10,43
AA,DFW,SYR,18,150
AA,DFW,SYR,19,189
AA,DFW,TPA,7,322
AA,DFW,TPA,8,155
AA,DFW,TPA,9,133
AA,DFW,TPA,10,149
AA,DFW,TPA,12,169
AA,DFW,TPA,13,178
AA,DFW,TPA,14,87
AA,DFW,TPA,15,213
AA,DFW,TPA,16,183
AA,DFW,TPA,17,144
AA,DFW,TPA,18,328
AA,DFW,TPA,19,18
AA,DFW,TPA,20,240
AA,DFW,TUL,8,144
AA,DFW,TUL,10,288
AA,DFW,TUL,12,104
AA,DFW,TUL,14,174
AA,DFW,TUL,16,267
AA,DFW,TUL,17,29
AA,DFW,TUL,18,174
AA,DFW,TUL,19,143
AA,DFW,TUL,20,91
AA,DFW,TUL,21,303
AA,DFW,TUL,22,257
AA,DFW,TUS,8,363
AA,DFW,TUS,10,346
AA,DFW,TUS,12,343
AA,DFW,TUS,14,354
AA,DFW,TUS,16,38
AA,DFW,TUS,17,61
AA,DFW,TUS,18,215
AA,DFW,TUS,19,76
AA,DFW,TUS,20,66
AA,DFW,TUS,21,67
AA,DFW,TUS,22,212
AA,DFW,TUS,23,51
AA,DFW,TVC,12,61
AA,DFW,TVC,13,28
AA,DFW,TYS,10,259
AA,DFW,TYS,11,43
AA,DFW,TYS,12,54
AA,DFW,TYS,14,339
AA,DFW,TYS,17,26
AA,DFW,TYS,20,152
AA,DFW,TYS,21,193
AA,DFW,VPS,8,230
AA,DFW,VPS,10,45
AA,DFW,VPS,12,169
AA,DFW,VPS,13,88
AA,DFW,VPS,16,192
AA,DFW,VPS,18,17
AA,DFW,VPS,20,25
AA,DFW,VPS,21,216
AA,DFW,XNA,8,66
AA,DFW,XNA,12,83
AA,DFW,XNA,14,12
AA,DFW,XNA,15,26
AA,DFW,XNA,16,246
AA,DFW,XNA,17,14
AA,DFW,XNA,18,18
AA,DFW,XNA,19,38
AA,DFW,XNA,20,53
AA,DFW,XNA,21,123
AA,DFW,XNA,22,17
AA,DSM,CLT,6,256
AA,DSM,CLT,7,99
AA,DSM,CLT,12,26
AA,DSM,CLT,13,43
AA,DSM,CLT,14,142
AA,DSM,CLT,15,32
AA,DSM,CLT,16,82
AA,DSM,CLT,17,24
AA,DSM,DFW,5,357
AA,DSM,DFW,9,59
AA,DSM,DFW,11,164
AA,DSM,DFW,13,13
AA,DSM,DFW,15,94
AA,DSM,DFW,16,29
AA,DSM,DFW,17,191
AA,DSM,DFW,19,112
AA,DSM,ORD,5,101
AA,DSM,ORD,6,80
AA,DSM,PHX,5,208
AA,DSM,PHX,8,33
AA,DSM,PHX,14,120
AA,DSM,PHX,18,167
AA,DTW,CLT,5,52
AA,DTW,CLT,6,271
AA,DTW,CLT,7,141
AA,DTW,CLT,8,173
AA,DTW,CLT,10,301
AA,DTW,CLT,11,109
AA,DTW,CLT,12,34
AA,DTW,CLT,13,208
AA,DTW,CLT,15,288
AA,DTW,CLT,17,283
AA,DTW,CLT,19,295
AA,DTW,DFW,5,359
AA,DTW,DFW,6,107
AA,DTW,DFW,7,194
AA,DTW,DFW,11,157
AA,DTW,DFW,12,169
AA,DTW,DFW,13,13
AA,DTW,DFW,14,38
AA,DTW,DFW,15,193
AA,DTW,DFW,16,11
AA,DTW,DFW,17,174
AA,DTW,DFW,18,25
AA,DTW,DFW,19,157
AA,DTW,LGA,18,51
AA,DTW,LGA,19,43
AA,DTW,MIA,5,142
AA,DTW,MIA,6,216
AA,DTW,ORD,6,54
AA,DTW,ORD,8,20
AA,DTW,ORD,17,187
AA,DTW,ORD,18,73
AA,DTW,PHL,5,43
AA,DTW,PHL,6,94
AA,DTW,PHL,7,115
AA,DTW,PHL,8,28
AA,DTW,PHL,11,68
AA,DTW,PHL,12,12
AA,DTW,PHL,14,25
AA,DTW,PHL,16,104
AA,DTW,PHL,17,48
AA,DTW,PHL,18,137
AA,DTW,PHX,7,116
AA,DTW,PHX,8,89
AA,DTW,PHX,16,48
AA,DTW,PHX,17,85
AA,DTW,PHX,18,157
AA,ECP,CLT,10,116
AA,ECP,CLT,11,83
AA,ECP,CLT,14,68
AA,ECP,DCA,16,37
AA,ECP,DFW,6,103
AA,ECP,DFW,7,60
AA,ECP,DFW,15,197
AA,ECP,DFW,19,16
AA,EGE,DFW,8,100
AA,EGE,DFW,10,240
AA,EGE,DFW,11,94
AA,EGE,DFW,12,225
AA,EGE,DFW,14,131
AA,EGE,DFW,16,93
AA,EGE,JFK,11,85
AA,EGE,JFK,12,10
AA,EGE,LAX,18,93
AA,EGE,MIA,11,13
AA,EGE,MIA,12,91
AA,EGE,MIA,14,11
AA,EGE,MIA,15,12
AA,EGE,ORD,11,11
AA,EGE,ORD,13,91
AA,ELP,DFW,5,354
AA,ELP,DFW,6,354
AA,ELP,DFW,7,191
AA,ELP,DFW,8,207
AA,ELP,DFW,9,196
AA,ELP,DFW,10,77
AA,ELP,DFW,11,102
AA,ELP,DFW,12,126
AA,ELP,DFW,14,84
AA,ELP,DFW,16,127
AA,ELP,DFW,17,205
AA,ELP,DFW,18,20
AA,ELP,LAX,7,61
AA,ELP,ORD,12,14
AA,ELP,ORD,13,18
AA,ELP,PHX,6,241
AA,ELP,PHX,8,85
AA,ELP,PHX,12,174
AA,ELP,PHX,15,29
AA,ELP,PHX,18,33
AA,EUG,DFW,5,235
AA,EUG,DFW,13,71
AA,EUG,DFW,14,23
AA,EUG,PHX,5,117
AA,EUG,PHX,13,88
AA,EUG,PHX,14,153
AA,EUG,PHX,15,61
AA,EWR,CLT,5,288
AA,EWR,CLT,6,160
AA,EWR,CLT,7,184
AA,EWR,CLT,8,229
AA,EWR,CLT,9,96
AA,EWR,CLT,10,44
AA,EWR,CLT,11,148
AA,EWR,CLT,13,150
AA,EWR,CLT,14,56
AA,EWR,CLT,16,132
AA,EWR,CLT,17,184
AA,EWR,CLT,19,271
AA,EWR,CLT,20,12
AA,EWR,DFW,5,166
AA,EWR,DFW,6,187
AA,EWR,DFW,7,64
AA,EWR,DFW,8,193
AA,EWR,DFW,9,91
AA,EWR,DFW,12,200
AA,EWR,DFW,13,127
AA,EWR,DFW,15,17
AA,EWR,DFW,16,203
AA,EWR,DFW,17,127
AA,EWR,MIA,5,327
AA,EWR,MIA,6,65
AA,EWR,MIA,7,232
AA,EWR,MIA,8,90
AA,EWR,MIA,12,313
AA,EWR,MIA,13,28
AA,EWR,MIA,18,293
AA,EWR,ORD,6,193
AA,EWR,ORD,7,87
AA,EWR,ORD,10,126
AA,EWR,ORD,11,27
AA,EWR,ORD,12,61
AA,EWR,ORD,14,64
AA,EWR,ORD,17,140
AA,EWR,ORD,19,79
AA,EWR,ORD,20,109
AA,EWR,PHX,6,242
AA,EWR,PHX,7,122
AA,EWR,PHX,10,361
AA,EWR,PHX,16,110
AA,EWR,PHX,17,211
AA,EYW,CLT,7,55
AA,EYW,CLT,8,123
AA,EYW,CLT,11,30
AA,EYW,CLT,12,251
AA,EYW,CLT,13,41
AA,EYW,CLT,14,58
AA,EYW,CLT,15,90
AA,EYW,CLT,16,170
AA,EYW,CLT,17,33
AA,EYW,DFW,12,61
AA,EYW,DFW,13,148
AA,EYW,DFW,14,49
AA,EYW,DFW,15,86
AA,EYW,DFW,16,50
AA,EYW,DFW,17,122
AA,EYW,PHL,13,37
AA,EYW,PHL,14,111
AA,EYW,PHL,16,56
AA,EYW,PHL,17,79
AA,FAT,DFW,5,30
AA,FAT,DFW,6,332
AA,FAT,DFW,7,39
AA,FAT,DFW,8,162
AA,FAT,DFW,10,296
AA,FAT,DFW,12,94
AA,FAT,DFW,13,168
AA,FAT,DFW,14,80
AA,FAT,DFW,23,189
AA,FAT,PHX,9,13
AA,FAT,PHX,12,208
AA,FAT,PHX,13,120
AA,FAT,PHX,16,128
AA,FAT,PHX,19,141
AA,FCA,DFW,11,51
AA,FCA,DFW,12,44
AA,FCA,DFW,13,60
AA,FCA,DFW,15,91
AA,FCA,ORD,11,46
AA,FCA,ORD,13,77
AA,FCA,ORD,14,12
AA,FLL,CLT,6,269
AA,FLL,CLT,7,239
AA,FLL,CLT,8,239
AA,FLL,CLT,9,61
AA,FLL,CLT,10,275
AA,FLL,CLT,11,198
AA,FLL,CLT,12,34
AA,FLL,CLT,13,118
AA,FLL,CLT,14,349
AA,FLL,CLT,16,146
AA,FLL,CLT,17,341
AA,FLL,CLT,19,295
AA,FLL,DCA,12,31
AA,FLL,DCA,13,115
AA,FLL,DCA,14,34
AA,FLL,DCA,18,176
AA,FLL,DFW,5,191
AA,FLL,DFW,6,325
AA,FLL,DFW,7,77
AA,FLL,DFW,9,55
AA,FLL,DFW,11,342
AA,FLL,DFW,13,350
AA,FLL,DFW,17,317
AA,FLL,DFW,18,28
AA,FLL,DFW,19,188
AA,FLL,ORD,7,11
AA,FLL,ORD,13,171
AA,FLL,ORD,14,40
AA,FLL,ORD,15,14
AA,FLL,ORD,16,154
AA,FLL,ORD,17,24
AA,FLL,PHL,6,170
AA,FLL,PHL,7,148
AA,FLL,PHL,9,38
AA,FLL,PHL,11,93
AA,FLL,PHL,12,205
AA,FLL,PHL,13,29
AA,FLL,PHL,14,180
AA,FLL,PHL,15,18
AA,FLL,PHL,16,42
AA,FLL,PHL,17,209
AA,FLL,PHL,19,18
AA,FSD,DFW,6,199
AA,FSD,DFW,7,121
AA,FSD,DFW,13,322
AA,GEG,CLT,22,87
AA,GEG,DFW,5,252
AA,GEG,DFW,6,88
AA,GEG,DFW,12,246
AA,GEG,DFW,13,65
AA,GEG,DFW,23,18
AA,GEG,PHX,6,238
AA,GEG,PHX,7,88
AA,GEG,PHX,13,30
AA,GEG,PHX,14,25
AA,GEG,PHX,15,280
AA,GRR,CLT,6,337
AA,GRR,CLT,8,14
AA,GRR,CLT,11,191
AA,GRR,CLT,12,97
AA,GRR,CLT,13,66
AA,GRR,CLT,16,17
AA,GRR,CLT,17,233
AA,GRR,CLT,18,44
AA,GRR,CLT,19,42
AA,GRR,DFW,5,91
AA,GRR,DFW,6,68
AA,GRR,DFW,7,195
AA,GRR,DFW,12,94
AA,GRR,DFW,13,29
AA,GRR,DFW,14,83
AA,GRR,DFW,15,116
AA,GRR,DFW,16,61
AA,GRR,DFW,19,222
AA,GRR,MIA,5,12
AA,GRR,ORD,6,39
AA,GRR,ORD,7,236
AA,GRR,ORD,8,32
AA,GRR,PHX,7,93
AA,GRR,PHX,8,56
AA,GSO,CLT,5,89
AA,GSO,CLT,7,181
AA,GSO,CLT,12,19
AA,GSO,CLT,18,113
AA,GSO,CLT,19,36
AA,GSO,CLT,20,135
AA,GSO,DFW,5,46
AA,GSO,DFW,6,194
AA,GSO,DFW,7,117
AA,GSO,DFW,17,345
AA,GSP,CLT,5,192
AA,GSP,CLT,9,32
AA,GSP,CLT,12,30
AA,GSP,CLT,14,62
AA,GSP,CLT,16,112
AA,GSP,CLT,18,53
AA,GSP,CLT,19,27
AA,GSP,CLT,20,18
AA,GSP,DFW,6,83
AA,GSP,DFW,7,264
AA,GSP,DFW,12,27
AA,GSP,DFW,16,194
AA,GSP,DFW,17,56
AA,GSP,DFW,18,93
AA,GSP,DFW,20,29
AA,GUC,DFW,12,92
AA,GUC,DFW,14,23
AA,HDN,DFW,10,59
AA,HDN,DFW,13,11
AA,HDN,DFW,14,104
AA,HNL,DFW,17,212
AA,HNL,DFW,18,75
AA,HNL,DFW,19,269
AA,HNL,DFW,20,90
AA,HNL,LAX,7,149
AA,HNL,LAX,8,64
AA,HNL,LAX,12,152
AA,HNL,LAX,13,93
AA,HNL,LAX,14,114
AA,HNL,LAX,15,158
AA,HNL,LAX,21,99
AA,HNL,LAX,22,194
AA,HNL,LAX,23,90
AA,HNL,PHX,21,177
AA,HNL,PHX,22,202
AA,HNL,PHX,23,104
AA,HSV,DFW,17,13
AA,IAD,DFW,6,356
AA,IAD,DFW,11,25
AA,IAD,DFW,17,344
AA,IAH,CLT,5,81
AA,IAH,CLT,6,295
AA,IAH,CLT,7,59
AA,IAH,CLT,8,231
AA,IAH,CLT,9,281
AA,IAH,CLT,10,52
AA,IAH,CLT,13,177
AA,IAH,CLT,14,175
AA,IAH,CLT,15,19
AA,IAH,CLT,16,30
AA,IAH,CLT,17,135
AA,IAH,CLT,18,140
AA,IAH,DFW,5,326
AA,IAH,DFW,6,345
AA,IAH,DFW,7,198
AA,IAH,DFW,8,98
AA,IAH,DFW,9,78
AA,IAH,DFW,10,264
AA,IAH,DFW,12,302
AA,IAH,DFW,14,192
AA,IAH,DFW,16,54
AA,IAH,DFW,18,331
AA,IAH,DFW,19,96
AA,IAH,DFW,20,117
AA,IAH,MIA,5,352
AA,IAH,MIA,6,85
AA,IAH,MIA,7,269
AA,IAH,MIA,11,167
AA,IAH,MIA,12,85
AA,IAH,MIA,15,16
AA,IAH,MIA,16,25
AA,IAH,MIA,17,55
AA,IAH,MIA,18,169
AA,IAH,ORD,6,214
AA,IAH,ORD,8,31
AA,IAH,ORD,11,40
AA,IAH,ORD,12,19
AA,IAH,ORD,13,147
AA,IAH,ORD,14,25
AA,IAH,ORD,16,126
AA,IAH,ORD,17,23
AA,IAH,PHL,6,130
AA,IAH,PHL,7,93
AA,IAH,PHL,8,114
AA,IAH,PHL,12,76
AA,IAH,PHL,13,72
AA,IAH,PHL,14,128
AA,IAH,PHL,15,24
AA,IAH,PHX,8,24
AA,IAH,PHX,14,264
AA,ICT,DFW,6,82
AA,ICT,DFW,7,179
AA,ICT,DFW,10,14
AA,ICT,DFW,18,266
AA,ILM,CLT,5,272
AA,ILM,CLT,6,202
AA,ILM,CLT,7,114
AA,ILM,CLT,8,35
AA,ILM,CLT,9,132
AA,ILM,CLT,12,145
AA,ILM,CLT,13,38
AA,ILM,CLT,16,194
AA,ILM,CLT,18,98
AA,ILM,CLT,19,34
AA,ILM,CLT,20,171
AA,IND,CLT,5,68
AA,IND,CLT,6,318
AA,IND,CLT,8,357
AA,IND,CLT,11,14
AA,IND,CLT,12,308
AA,IND,CLT,13,11
AA,IND,CLT,14,31
AA,IND,CLT,15,338
AA,IND,CLT,17,75
AA,IND,CLT,18,136
AA,IND,CLT,19,128
AA,IND,CLT,20,42
AA,IND,DCA,17,123
AA,IND,DFW,5,227
AA,IND,DFW,6,193
AA,IND,DFW,7,249
AA,IND,DFW,8,33
AA,IND,DFW,11,323
AA,IND,DFW,13,28
AA,IND,DFW,14,91
AA,IND,DFW,15,191
AA,IND,DFW,16,59
AA,IND,DFW,18,42
AA,IND,DFW,19,179
AA,IND,DFW,20,80
AA,IND,LAX,16,122
AA,IND,LAX,17,221
AA,IND,MIA,5,72
AA,IND,MIA,6,272
AA,IND,MIA,7,14
AA,IND,MIA,17,54
AA,IND,MIA,18,19
AA,IND,MIA,19,162
AA,IND,ORD,6,155
AA,IND,ORD,7,96
AA,IND,ORD,8,65
AA,IND,ORD,10,35
AA,IND,ORD,11,25
AA,IND,ORD,12,26
AA,IND,ORD,15,16
AA,IND,ORD,19,154
AA,IND,PHL,5,89
AA,IND,PHL,7,118
AA,IND,PHL,10,45
AA,IND,PHL,11,47
AA,IND,PHL,13,140
AA,IND,PHL,15,71
AA,IND,PHL,16,140
AA,IND,PHL,18,120
AA,IND,PHX,5,122
AA,IND,PHX,6,41
AA,IND,PHX,7,131
AA,IND,PHX,8,69
AA,IND,PHX,17,49
AA,IND,PHX,18,243
AA,JAC,CLT,10,121
AA,JAC,DFW,10,28
AA,JAC,DFW,11,118
AA,JAC,DFW,12,120
AA,JAC,DFW,13,175
AA,JAC,DFW,14,53
AA,JAC,DFW,15,44
AA,JAC,DFW,16,61
AA,JAC,ORD,11,33
AA,JAC,ORD,12,123
AA,JAC,ORD,13,121
AA,JAC,ORD,14,26
AA,JAX,CLT,5,316
AA,JAX,CLT,6,224
AA,JAX,CLT,7,25
AA,JAX,CLT,8,181
AA,JAX,CLT,9,304
AA,JAX,CLT,10,61
AA,JAX,CLT,11,112
AA,JAX,CLT,12,71
AA,JAX,CLT,13,60
AA,JAX,CLT,14,227
AA,JAX,CLT,15,141
AA,JAX,CLT,16,45
AA,JAX,CLT,17,24
AA,JAX,CLT,18,262
AA,JAX,CLT,20,225
AA,JAX,DCA,6,52
AA,JAX,DCA,7,255
AA,JAX,DCA,11,11
AA,JAX,DCA,16,56
AA,JAX,DCA,17,32
AA,JAX,DCA,18,40
AA,JAX,DCA,19,278
AA,JAX,DFW,5,268
AA,JAX,DFW,6,69
AA,JAX,DFW,7,277
AA,JAX,DFW,8,50
AA,JAX,DFW,9,18
AA,JAX,DFW,11,351
AA,JAX,DFW,12,53
AA,JAX,DFW,13,197
AA,JAX,DFW,15,17
AA,JAX,DFW,16,242
AA,JAX,DFW,17,37
AA,JAX,DFW,18,56
AA,JAX,DFW,19,179
AA,JAX,DFW,20,27
AA,JAX,MIA,5,30
AA,JAX,MIA,6,256
AA,JAX,MIA,7,121
AA,JAX,MIA,8,26
AA,JAX,MIA,10,47
AA,JAX,MIA,11,81
AA,JAX,MIA,15,14
AA,JAX,MIA,16,54
AA,JAX,MIA,17,31
AA,JAX,MIA,18,58
AA,JAX,MIA,19,281
AA,JAX,MIA,20,124
AA,JAX,ORD,6,71
AA,JAX,ORD,7,35
AA,JAX,ORD,12,41
AA,JAX,ORD,14,36
AA,JAX,PHL,6,121
AA,JAX,PHL,7,193
AA,JAX,PHL,14,44
AA,JAX,PHL,16,117
AA,JAX,PHL,17,189
AA,JAX,PHL,18,29
AA,JAX,PHX,7,189
AA,JAX,PHX,8,165
AA,JFK,AUS,6,120
AA,JFK,AUS,7,27
AA,JFK,AUS,8,73
AA,JFK,AUS,9,47
AA,JFK,AUS,10,37
AA,JFK,AUS,11,152
AA,JFK,AUS,17,149
AA,JFK,AUS,18,27
AA,JFK,AUS,19,25
AA,JFK,AUS,20,120
AA,JFK,AUS,21,28
AA,JFK,CLT,5,86
AA,JFK,CLT,6,256
AA,JFK,CLT,7,214
AA,JFK,CLT,8,170
AA,JFK,CLT,9,63
AA,JFK,CLT,10,35
AA,JFK,CLT,11,304
AA,JFK,CLT,12,44
AA,JFK,CLT,14,355
AA,JFK,CLT,17,146
AA,JFK,CLT,18,120
AA,JFK,CLT,19,176
AA,JFK,DFW,7,20
AA,JFK,DFW,8,335
AA,JFK,DFW,10,19
AA,JFK,DFW,11,28
AA,JFK,DFW,14,356
AA,JFK,DFW,15,50
AA,JFK,DFW,16,297
AA,JFK,EGE,7,98
AA,JFK,LAS,7,23
AA,JFK,LAS,8,28
AA,JFK,LAX,6,431
AA,JFK,LAX,7,285
AA,JFK,LAX,8,55
AA,JFK,LAX,9,303
AA,JFK,LAX,10,21
AA,JFK,LAX,11,352
AA,JFK,LAX,15,371
AA,JFK,LAX,16,323
AA,JFK,LAX,17,383
AA,JFK,LAX,19,228
AA,JFK,LAX,20,189
AA,JFK,LAX,21,305
AA,JFK,MIA,5,313
AA,JFK,MIA,6,339
AA,JFK,MIA,7,352
AA,JFK,MIA,8,64
AA,JFK,MIA,9,202
AA,JFK,MIA,10,165
AA,JFK,MIA,11,112
AA,JFK,MIA,12,263
AA,JFK,MIA,14,21
AA,JFK,MIA,15,281
AA,JFK,MIA,16,44
AA,JFK,MIA,17,360
AA,JFK,MIA,18,337
AA,JFK,MIA,20,13
AA,JFK,ORD,6,35
AA,JFK,ORD,7,55
AA,JFK,ORD,8,202
AA,JFK,ORD,9,129
AA,JFK,ORD,15,298
AA,JFK,ORD,16,58
AA,JFK,PHX,6,345
AA,JFK,PHX,8,106
AA,JFK,PHX,9,110
AA,JFK,PHX,12,242
AA,JFK,PHX,13,120
AA,JFK,PHX,16,35
AA,JFK,PHX,17,318
AA,JFK,SFO,6,362
AA,JFK,SFO,8,304
AA,JFK,SFO,15,63
AA,JFK,SFO,16,150
AA,JFK,SFO,17,140
AA,JFK,SFO,20,271
AA,JFK,SFO,21,82
AA,JFK,SNA,7,28
AA,JFK,SNA,8,62
AA,JFK,SNA,9,270
AA,JFK,STT,7,226
AA,JFK,STT,8,71
AA,KOA,LAX,13,124
AA,KOA,LAX,14,91
AA,KOA,LAX,15,13
AA,KOA,LAX,16,44
AA,KOA,LAX,21,30
AA,KOA,LAX,22,64
AA,KOA,PHX,20,13
AA,KOA,PHX,21,269
AA,KOA,PHX,22,102
AA,LAS,AUS,6,26
AA,LAS,AUS,11,12
AA,LAS,AUS,14,28
AA,LAS,AUS,16,62
AA,LAS,AUS,17,172
AA,LAS,CLT,5,82
AA,LAS,CLT,6,248
AA,LAS,CLT,8,360
AA,LAS,CLT,9,126
AA,LAS,CLT,10,104
AA,LAS,CLT,11,155
AA,LAS,CLT,12,155
AA,LAS,CLT,14,301
AA,LAS,CLT,21,128
AA,LAS,CLT,22,310
AA,LAS,CLT,23,218
AA,LAS,DCA,10,87
AA,LAS,DCA,11,33
AA,LAS,DCA,12,237
AA,LAS,DFW,0,263
AA,LAS,DFW,1,20
AA,LAS,DFW,5,357
AA,LAS,DFW,6,450
AA,LAS,DFW,7,159
AA,LAS,DFW,8,460
AA,LAS,DFW,9,278
AA,LAS,DFW,10,240
AA,LAS,DFW,11,161
AA,LAS,DFW,12,244
AA,LAS,DFW,13,262
AA,LAS,DFW,14,321
AA,LAS,DFW,15,111
AA,LAS,DFW,16,300
AA,LAS,DFW,17,215
AA,LAS,DFW,18,67
AA,LAS,DFW,23,60
AA,LAS,JFK,11,51
AA,LAS,LAX,7,364
AA,LAS,LAX,11,196
AA,LAS,LAX,12,52
AA,LAS,LAX,13,17
AA,LAS,LAX,14,53
AA,LAS,LAX,17,78
AA,LAS,LAX,18,140
AA,LAS,LAX,19,211
AA,LAS,LAX,20,27
AA,LAS,MIA,0,206
AA,LAS,MIA,6,27
AA,LAS,MIA,7,125
AA,LAS,MIA,8,84
AA,LAS,MIA,12,203
AA,LAS,MIA,13,148
AA,LAS,MIA,22,29
AA,LAS,MIA,23,326
AA,LAS,ORD,0,10
AA,LAS,ORD,5,33
AA,LAS,ORD,6,113
AA,LAS,ORD,7,208
AA,LAS,ORD,9,66
AA,LAS,ORD,10,82
AA,LAS,ORD,11,189
AA,LAS,ORD,12,195
AA,LAS,ORD,13,144
AA,LAS,ORD,14,69
AA,LAS,ORD,15,39
AA,LAS,ORD,16,29
AA,LAS,ORD,18,162
AA,LAS,ORD,23,228
AA,LAS,PHL,0,38
AA,LAS,PHL,1,10
AA,LAS,PHL,6,71
AA,LAS,PHL,7,157
AA,LAS,PHL,8,36
AA,LAS,PHL,9,218
AA,LAS,PHL,10,35
AA,LAS,PHL,11,119
AA,LAS,PHL,15,57
AA,LAS,PHL,22,119
AA,LAS,PHL,23,237
AA,LAS,PHX,5,39
AA,LAS,PHX,6,358
AA,LAS,PHX,9,52
AA,LAS,PHX,10,307
AA,LAS,PHX,11,26
AA,LAS,PHX,12,188
AA,LAS,PHX,13,277
AA,LAS,PHX,15,53
AA,LAS,PHX,16,294
AA,LAS,PHX,17,10
AA,LAS,PHX,18,47
AA,LAS,PHX,19,264
AA,LAX,ATL,9,307
AA,LAX,ATL,10,33
AA,LAX,AUS,7,197
AA,LAX,AUS,8,99
AA,LAX,AUS,9,59
AA,LAX,AUS,14,116
AA,LAX,AUS,15,204
AA,LAX,AUS,16,31
AA,LAX,AUS,18,263
AA,LAX,AUS,19,25
AA,LAX,BNA,9,61
AA,LAX,BNA,10,253
AA,LAX,BNA,11,30
AA,LAX,BOS,7,63
AA,LAX,BOS,8,290
AA,LAX,BOS,11,139
AA,LAX,BOS,13,62
AA,LAX,BOS,14,90
AA,LAX,BOS,15,151
AA,LAX,BOS,22,275
AA,LAX,CLT,0,60
AA,LAX,CLT,5,30
AA,LAX,CLT,6,398
AA,LAX,CLT,7,178
AA,LAX,CLT,8,156
AA,LAX,CLT,9,206
AA,LAX,CLT,11,318
AA,LAX,CLT,12,29
AA,LAX,CLT,13,253
AA,LAX,CLT,14,74
AA,LAX,CLT,21,290
AA,LAX,CLT,22,337
AA,LAX,CLT,23,304
AA,LAX,DCA,7,240
AA,LAX,DCA,8,123
AA,LAX,DCA,12,121
AA,LAX,DCA,13,239
AA,LAX,DFW,0,294
AA,LAX,DFW,1,230
AA,LAX,DFW,5,39
AA,LAX,DFW,6,324
AA,LAX,DFW,7,408
AA,LAX,DFW,8,291
AA,LAX,DFW,9,316
AA,LAX,DFW,10,330
AA,LAX,DFW,11,233
AA,LAX,DFW,12,361
AA,LAX,DFW,13,349
AA,LAX,DFW,14,314
AA,LAX,DFW,15,135
AA,LAX,DFW,16,370
AA,LAX,DFW,17,266
AA,LAX,DFW,18,187
AA,LAX,DFW,19,33
AA,LAX,DFW,23,350
AA,LAX,EGE,9,92
AA,LAX,ELP,19,28
AA,LAX,ELP,20,33
AA,LAX,HNL,8,240
AA,LAX,HNL,9,126
AA,LAX,HNL,13,76
AA,LAX,HNL,14,90
AA,LAX,HNL,15,200
AA,LAX,HNL,16,13
AA,LAX,HNL,17,149
AA,LAX,HNL,18,215
AA,LAX,IND,9,200
AA,LAX,IND,10,142
AA,LAX,JFK,5,33
AA,LAX,JFK,6,478
AA,LAX,JFK,7,359
AA,LAX,JFK,8,213
AA,LAX,JFK,9,108
AA,LAX,JFK,10,252
AA,LAX,JFK,11,329
AA,LAX,JFK,12,352
AA,LAX,JFK,13,155
AA,LAX,JFK,14,14
AA,LAX,JFK,15,205
AA,LAX,JFK,16,29
AA,LAX,JFK,21,128
AA,LAX,JFK,22,267
AA,LAX,JFK,23,311
AA,LAX,KOA,9,166
AA,LAX,KOA,10,61
AA,LAX,KOA,11,44
AA,LAX,KOA,13,92
AA,LAX,LAS,8,122
AA,LAX,LAS,9,193
AA,LAX,LAS,10,50
