Origin,Dest,typical_distance,typical_hour
VPS,STL,610,12
VPS,TUL,669,12
VPS,TYS,395,14
VPS,XNA,601,10
WRG,KTN,82,16
WRG,PSG,31,11
WYS,DEN,469,12
WYS,SLC,273,13
XNA,ATL,589,12
XNA,AUS,462,14
XNA,AZA,1006,20
XNA,BNA,426,16
XNA,CLT,754,9
XNA,DCA,963,5
XNA,DEN,616,11
XNA,DFW,280,10
XNA,DTW,715,17
XNA,FLL,1092,17
XNA,IAH,438,9
XNA,LAS,1163,21
XNA,LAX,1371,16
XNA,LGA,1147,11
XNA,MCO,932,9
XNA,MIA,1099,5
XNA,MSP,596,17
XNA,ORD,522,10
XNA,PHL,1066,14
XNA,PHX,1023,8
XNA,PIE,892,11
XNA,SFB,920,14
XNA,TYS,578,12
XNA,VPS,601,14
XWA,DEN,582,11
XWA,MSP,553,12
YAK,CDV,213,11
YAK,JNU,198,17
YUM,DFW,1022,12
YUM,PHX,160,12
